"idx","title","value","genres"
5245,"Angels with Dirty Faces (1938)",1,"Film-Noir"
5245,"Angels with Dirty Faces (1938)",1,"Thriller"
5246,"Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège) (1933)",1,"Comedy"
5246,"Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège) (1933)",1,"Drama"
5247,"Taxi (1998)",1,"Action"
5247,"Taxi (1998)",1,"Comedy"
5248,"Taxi 3 (2003)",1,"Action"
5248,"Taxi 3 (2003)",1,"Comedy"
5249,"Tokyo Godfathers (2003)",1,"Adventure"
5249,"Tokyo Godfathers (2003)",1,"Animation"
5249,"Tokyo Godfathers (2003)",1,"Drama"
5250,"Our Hospitality (1923)",1,"Comedy"
5251,"All of Me (1984)",1,"Comedy"
5251,"All of Me (1984)",1,"Fantasy"
5252,"Farmer's Daughter, The (1947)",1,"Comedy"
5253,"Overboard (1987)",1,"Comedy"
5253,"Overboard (1987)",1,"Romance"
5254,"Butterfield 8 (1960)",1,"Drama"
5255,"Exterminating Angel, The (Ángel exterminador, El) (1962)",1,"Comedy"
5255,"Exterminating Angel, The (Ángel exterminador, El) (1962)",1,"Drama"
5255,"Exterminating Angel, The (Ángel exterminador, El) (1962)",1,"Fantasy"
5255,"Exterminating Angel, The (Ángel exterminador, El) (1962)",1,"Mystery"
5256,"Fahrenheit 9/11 (2004)",1,"Documentary"
5257,"Roxanne (1987)",1,"Comedy"
5257,"Roxanne (1987)",1,"Romance"
5258,"Dr. Terror's House of Horrors (1965)",1,"Horror"
5258,"Dr. Terror's House of Horrors (1965)",1,"Sci-Fi"
5259,"Secret Society (2002)",1,"Comedy"
5260,"Last Starfighter, The (1984)",1,"Action"
5260,"Last Starfighter, The (1984)",1,"Adventure"
5260,"Last Starfighter, The (1984)",1,"Comedy"
5260,"Last Starfighter, The (1984)",1,"Sci-Fi"
5261,"Spider-Man 2 (2004)",1,"Action"
5261,"Spider-Man 2 (2004)",1,"Adventure"
5261,"Spider-Man 2 (2004)",1,"Sci-Fi"
5261,"Spider-Man 2 (2004)",1,"IMAX"
5262,"Before Sunset (2004)",1,"Drama"
5262,"Before Sunset (2004)",1,"Romance"
5263,"King Arthur (2004)",1,"Action"
5263,"King Arthur (2004)",1,"Adventure"
5263,"King Arthur (2004)",1,"Drama"
5263,"King Arthur (2004)",1,"War"
5264,"Anchorman: The Legend of Ron Burgundy (2004)",1,"Comedy"
5265,"Cinderella Story, A (2004)",1,"Comedy"
5265,"Cinderella Story, A (2004)",1,"Romance"
5266,"I, Robot (2004)",1,"Action"
5266,"I, Robot (2004)",1,"Adventure"
5266,"I, Robot (2004)",1,"Sci-Fi"
5266,"I, Robot (2004)",1,"Thriller"
5267,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",1,"Crime"
5267,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",1,"Drama"
5268,"Long Day's Journey Into Night (1962)",1,"Drama"
5269,"Short Film About Killing, A (Krótki film o zabijaniu) (1988)",1,"Crime"
5269,"Short Film About Killing, A (Krótki film o zabijaniu) (1988)",1,"Drama"
5270,"Bourne Supremacy, The (2004)",1,"Action"
5270,"Bourne Supremacy, The (2004)",1,"Crime"
5270,"Bourne Supremacy, The (2004)",1,"Thriller"
5271,"Catwoman (2004)",1,"Action"
5271,"Catwoman (2004)",1,"Crime"
5271,"Catwoman (2004)",1,"Fantasy"
5272,"A Home at the End of the World (2004)",1,"Drama"
5272,"A Home at the End of the World (2004)",1,"Romance"
5273,"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)",1,"Crime"
5273,"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)",1,"Horror"
5273,"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)",1,"Mystery"
5273,"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)",1,"Thriller"
5274,"Flash Gordon Conquers the Universe (1940)",1,"Action"
5274,"Flash Gordon Conquers the Universe (1940)",1,"Sci-Fi"
5275,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)",1,"Adventure"
5275,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)",1,"Drama"
5276,"Miracle of Marcelino, The (Marcelino pan y vino) (1955)",1,"Comedy"
5276,"Miracle of Marcelino, The (Marcelino pan y vino) (1955)",1,"Drama"
5277,"Slaughterhouse-Five (1972)",1,"Comedy"
5277,"Slaughterhouse-Five (1972)",1,"Drama"
5277,"Slaughterhouse-Five (1972)",1,"Sci-Fi"
5277,"Slaughterhouse-Five (1972)",1,"War"
5278,"Bachelor and the Bobby-Soxer, The (1947)",1,"Comedy"
5279,"Mr. Blandings Builds His Dream House (1948)",1,"Comedy"
5280,"My Favorite Wife (1940)",1,"Comedy"
5280,"My Favorite Wife (1940)",1,"Romance"
5281,"New Adventures of Pippi Longstocking, The (1988)",1,"Adventure"
5281,"New Adventures of Pippi Longstocking, The (1988)",1,"Children"
5281,"New Adventures of Pippi Longstocking, The (1988)",1,"Fantasy"
5281,"New Adventures of Pippi Longstocking, The (1988)",1,"Musical"
5282,"Night and Day (1946)",1,"Drama"
5282,"Night and Day (1946)",1,"Musical"
5283,"Snake Pit, The (1948)",1,"Drama"
5284,"Super, The (1991)",1,"Comedy"
5285,"Leopard, The (Gattopardo, Il) (1963)",1,"Drama"
5285,"Leopard, The (Gattopardo, Il) (1963)",1,"War"
5286,"Day of the Locust, The (1975)",1,"Drama"
5287,"To End All Wars (2001)",1,"Action"
5287,"To End All Wars (2001)",1,"Drama"
5287,"To End All Wars (2001)",1,"War"
5288,"Woman Is a Woman, A (femme est une femme, Une) (1961)",1,"Comedy"
5288,"Woman Is a Woman, A (femme est une femme, Une) (1961)",1,"Drama"
5288,"Woman Is a Woman, A (femme est une femme, Une) (1961)",1,"Musical"
5288,"Woman Is a Woman, A (femme est une femme, Une) (1961)",1,"Romance"
5289,"Biggles (1986)",1,"Adventure"
5289,"Biggles (1986)",1,"Fantasy"
5289,"Biggles (1986)",1,"Sci-Fi"
5290,"Yesterday, Today and Tomorrow (Ieri, oggi, domani) (1963)",1,"Comedy"
5291,"Unprecedented: The 2000 Presidential Election (2002)",1,"Documentary"
5292,"Prime of Miss Jean Brodie, The (1969)",1,"Drama"
5293,"My Voyage to Italy (Il mio viaggio in Italia) (1999)",1,"Documentary"
5294,"This Gun for Hire (1942)",1,"Crime"
5294,"This Gun for Hire (1942)",1,"Film-Noir"
5294,"This Gun for Hire (1942)",1,"Thriller"
5295,"Sherlock Holmes: Terror by Night (1946)",1,"Crime"
5295,"Sherlock Holmes: Terror by Night (1946)",1,"Mystery"
5295,"Sherlock Holmes: Terror by Night (1946)",1,"Thriller"
5296,"Spy Who Came in from the Cold, The (1965)",1,"Drama"
5296,"Spy Who Came in from the Cold, The (1965)",1,"Thriller"
5297,"Sherlock Holmes and the Secret Weapon (1942)",1,"Crime"
5297,"Sherlock Holmes and the Secret Weapon (1942)",1,"Mystery"
5297,"Sherlock Holmes and the Secret Weapon (1942)",1,"Thriller"
5298,"Sherlock Holmes: The Woman in Green (1945)",1,"Mystery"
5299,"Sherlock Holmes: Dressed to Kill (1946)",1,"Crime"
5299,"Sherlock Holmes: Dressed to Kill (1946)",1,"Mystery"
5300,"Manchurian Candidate, The (2004)",1,"Thriller"
5301,"Thunderbirds (2004)",1,"Action"
5301,"Thunderbirds (2004)",1,"Adventure"
5301,"Thunderbirds (2004)",1,"Fantasy"
5301,"Thunderbirds (2004)",1,"Sci-Fi"
5302,"Village, The (2004)",1,"Drama"
5302,"Village, The (2004)",1,"Mystery"
5302,"Village, The (2004)",1,"Thriller"
5303,"Garden State (2004)",1,"Comedy"
5303,"Garden State (2004)",1,"Drama"
5303,"Garden State (2004)",1,"Romance"
5304,"Musa the Warrior (Musa) (2001)",1,"Action"
5304,"Musa the Warrior (Musa) (2001)",1,"Adventure"
5304,"Musa the Warrior (Musa) (2001)",1,"Drama"
5304,"Musa the Warrior (Musa) (2001)",1,"War"
5305,"Funny Thing Happened on the Way to the Forum, A (1966)",1,"Comedy"
5305,"Funny Thing Happened on the Way to the Forum, A (1966)",1,"Musical"
5306,"Collateral (2004)",1,"Action"
5306,"Collateral (2004)",1,"Crime"
5306,"Collateral (2004)",1,"Drama"
5306,"Collateral (2004)",1,"Thriller"
5307,"Little Black Book (2004)",1,"Comedy"
5307,"Little Black Book (2004)",1,"Romance"
5308,"Code 46 (2003)",1,"Romance"
5308,"Code 46 (2003)",1,"Sci-Fi"
5309,"Story of Women (Affaire de femmes, Une) (1988)",1,"Drama"
5310,"Harold and Kumar Go to White Castle (2004)",1,"Adventure"
5310,"Harold and Kumar Go to White Castle (2004)",1,"Comedy"
5311,"Princess Diaries 2: Royal Engagement, The (2004)",1,"Comedy"
5311,"Princess Diaries 2: Royal Engagement, The (2004)",1,"Romance"
5312,"Danny Deckchair (2003)",1,"Comedy"
5312,"Danny Deckchair (2003)",1,"Romance"
5313,"AVP: Alien vs. Predator (2004)",1,"Action"
5313,"AVP: Alien vs. Predator (2004)",1,"Horror"
5313,"AVP: Alien vs. Predator (2004)",1,"Sci-Fi"
5313,"AVP: Alien vs. Predator (2004)",1,"Thriller"
5314,"We Don't Live Here Anymore (2004)",1,"Drama"
5315,"Without a Paddle (2004)",1,"Comedy"
5316,"Exorcist: The Beginning (2004)",1,"Horror"
5316,"Exorcist: The Beginning (2004)",1,"Thriller"
5317,"Bill Cosby, Himself (1983)",1,"Comedy"
5317,"Bill Cosby, Himself (1983)",1,"Documentary"
5318,"Anacondas: The Hunt for the Blood Orchid (2004)",1,"Adventure"
5318,"Anacondas: The Hunt for the Blood Orchid (2004)",1,"Drama"
5318,"Anacondas: The Hunt for the Blood Orchid (2004)",1,"Horror"
5318,"Anacondas: The Hunt for the Blood Orchid (2004)",1,"Sci-Fi"
5318,"Anacondas: The Hunt for the Blood Orchid (2004)",1,"Thriller"
5319,"Suspect Zero (2004)",1,"Crime"
5319,"Suspect Zero (2004)",1,"Thriller"
5320,"Warriors of Heaven and Earth (Tian di ying xiong) (2003)",1,"Action"
5320,"Warriors of Heaven and Earth (Tian di ying xiong) (2003)",1,"Adventure"
5320,"Warriors of Heaven and Earth (Tian di ying xiong) (2003)",1,"Drama"
5321,"Vanity Fair (2004)",1,"Drama"
5321,"Vanity Fair (2004)",1,"Romance"
5322,"Paparazzi (2004)",1,"Drama"
5322,"Paparazzi (2004)",1,"Thriller"
5323,"Wicker Park (2004)",1,"Drama"
5323,"Wicker Park (2004)",1,"Romance"
5323,"Wicker Park (2004)",1,"Thriller"
5324,"Alice Doesn't Live Here Anymore (1974)",1,"Drama"
5324,"Alice Doesn't Live Here Anymore (1974)",1,"Romance"
5325,"Who's That Knocking at My Door? (1967)",1,"Drama"
5326,"Camera Buff (Amator) (1979)",1,"Drama"
5327,"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)",1,"Drama"
5328,"Cellular (2004)",1,"Action"
5328,"Cellular (2004)",1,"Crime"
5328,"Cellular (2004)",1,"Drama"
5328,"Cellular (2004)",1,"Mystery"
5328,"Cellular (2004)",1,"Thriller"
5329,"Resident Evil: Apocalypse (2004)",1,"Action"
5329,"Resident Evil: Apocalypse (2004)",1,"Horror"
5329,"Resident Evil: Apocalypse (2004)",1,"Sci-Fi"
5329,"Resident Evil: Apocalypse (2004)",1,"Thriller"
5330,"Mr. 3000 (2004)",1,"Comedy"
5330,"Mr. 3000 (2004)",1,"Drama"
5331,"Sky Captain and the World of Tomorrow (2004)",1,"Action"
5331,"Sky Captain and the World of Tomorrow (2004)",1,"Adventure"
5331,"Sky Captain and the World of Tomorrow (2004)",1,"Sci-Fi"
5332,"Wimbledon (2004)",1,"Comedy"
5332,"Wimbledon (2004)",1,"Romance"
5333,"First Daughter (2004)",1,"Comedy"
5333,"First Daughter (2004)",1,"Romance"
5334,"Forgotten, The (2004)",1,"Drama"
5334,"Forgotten, The (2004)",1,"Mystery"
5334,"Forgotten, The (2004)",1,"Sci-Fi"
5334,"Forgotten, The (2004)",1,"Thriller"
5335,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",1,"Adventure"
5335,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",1,"Drama"
5336,"Shaun of the Dead (2004)",1,"Comedy"
5336,"Shaun of the Dead (2004)",1,"Horror"
5337,"Come Back, Little Sheba (1952)",1,"Drama"
5338,"Murder on the Orient Express (1974)",1,"Crime"
5338,"Murder on the Orient Express (1974)",1,"Mystery"
5338,"Murder on the Orient Express (1974)",1,"Thriller"
5339,"Mask (1985)",1,"Drama"
5340,"Orca: The Killer Whale (1977)",1,"Action"
5340,"Orca: The Killer Whale (1977)",1,"Drama"
5340,"Orca: The Killer Whale (1977)",1,"Horror"
5340,"Orca: The Killer Whale (1977)",1,"Thriller"
5341,"1492: Conquest of Paradise (1992)",1,"Adventure"
5341,"1492: Conquest of Paradise (1992)",1,"Drama"
5342,"Cannibal Holocaust (1980)",1,"Horror"
5343,"Shark Tale (2004)",1,"Animation"
5343,"Shark Tale (2004)",1,"Children"
5343,"Shark Tale (2004)",1,"Comedy"
5344,"Ladder 49 (2004)",1,"Action"
5344,"Ladder 49 (2004)",1,"Drama"
5344,"Ladder 49 (2004)",1,"Thriller"
5345,"I Heart Huckabees (2004)",1,"Comedy"
5346,"Raise Your Voice (2004)",1,"Romance"
5347,"Taxi (2004)",1,"Action"
5347,"Taxi (2004)",1,"Comedy"
5348,"Primer (2004)",1,"Drama"
5348,"Primer (2004)",1,"Sci-Fi"
5349,"Stage Beauty (2004)",1,"Drama"
5350,"Shall We Dance? (2004)",1,"Comedy"
5350,"Shall We Dance? (2004)",1,"Romance"
5351,"Team America: World Police (2004)",1,"Action"
5351,"Team America: World Police (2004)",1,"Adventure"
5351,"Team America: World Police (2004)",1,"Animation"
5351,"Team America: World Police (2004)",1,"Comedy"
5352,"Eulogy (2004)",1,"Comedy"
5352,"Eulogy (2004)",1,"Crime"
5352,"Eulogy (2004)",1,"Drama"
5353,"P.S. (2004)",1,"Comedy"
5353,"P.S. (2004)",1,"Drama"
5353,"P.S. (2004)",1,"Fantasy"
5353,"P.S. (2004)",1,"Romance"
5354,"Country Girl, The (1954)",1,"Drama"
5355,"Rose Tattoo, The (1955)",1,"Drama"
5355,"Rose Tattoo, The (1955)",1,"Romance"
5356,"Fearless Vampire Killers, The (1967)",1,"Comedy"
5356,"Fearless Vampire Killers, The (1967)",1,"Horror"
5357,"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)",1,"Comedy"
5357,"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)",1,"Drama"
5358,"Bebe's Kids (1992)",1,"Animation"
5358,"Bebe's Kids (1992)",1,"Children"
5358,"Bebe's Kids (1992)",1,"Comedy"
5359,"Friday Night Lights (2004)",1,"Action"
5359,"Friday Night Lights (2004)",1,"Drama"
5360,"Tarnation (2003)",1,"Documentary"
5361,"Final Cut, The (2004)",1,"Sci-Fi"
5361,"Final Cut, The (2004)",1,"Thriller"
5362,"Being Julia (2004)",1,"Comedy"
5362,"Being Julia (2004)",1,"Drama"
5363,"Surviving Christmas (2004)",1,"Comedy"
5364,"Grudge, The (2004)",1,"Horror"
5364,"Grudge, The (2004)",1,"Mystery"
5364,"Grudge, The (2004)",1,"Thriller"
5365,"Alfie (2004)",1,"Comedy"
5365,"Alfie (2004)",1,"Drama"
5365,"Alfie (2004)",1,"Romance"
5366,"Sideways (2004)",1,"Comedy"
5366,"Sideways (2004)",1,"Drama"
5366,"Sideways (2004)",1,"Romance"
5367,"The Machinist (2004)",1,"Drama"
5367,"The Machinist (2004)",1,"Mystery"
5367,"The Machinist (2004)",1,"Thriller"
5368,"Vera Drake (2004)",1,"Drama"
5369,"Falling Angels (2003)",1,"Drama"
5370,"Lightning in a Bottle (2004)",1,"Documentary"
5371,"Undertow (2004)",1,"Crime"
5371,"Undertow (2004)",1,"Drama"
5371,"Undertow (2004)",1,"Thriller"
5372,"Saw (2004)",1,"Horror"
5372,"Saw (2004)",1,"Mystery"
5372,"Saw (2004)",1,"Thriller"
5373,"Ray (2004)",1,"Drama"
5374,"Birth (2004)",1,"Drama"
5374,"Birth (2004)",1,"Mystery"
5375,"Incredibles, The (2004)",1,"Action"
5375,"Incredibles, The (2004)",1,"Adventure"
5375,"Incredibles, The (2004)",1,"Animation"
5375,"Incredibles, The (2004)",1,"Children"
5375,"Incredibles, The (2004)",1,"Comedy"
5376,"Callas Forever (2002)",1,"Drama"
5377,"Polar Express, The (2004)",1,"Adventure"
5377,"Polar Express, The (2004)",1,"Animation"
5377,"Polar Express, The (2004)",1,"Children"
5377,"Polar Express, The (2004)",1,"Fantasy"
5377,"Polar Express, The (2004)",1,"IMAX"
5378,"Kinsey (2004)",1,"Drama"
5379,"Seed of Chucky (Child's Play 5) (2004)",1,"Comedy"
5379,"Seed of Chucky (Child's Play 5) (2004)",1,"Horror"
5380,"After the Sunset (2004)",1,"Action"
5380,"After the Sunset (2004)",1,"Adventure"
5380,"After the Sunset (2004)",1,"Comedy"
5380,"After the Sunset (2004)",1,"Crime"
5380,"After the Sunset (2004)",1,"Thriller"
5381,"Bridget Jones: The Edge of Reason (2004)",1,"Comedy"
5381,"Bridget Jones: The Edge of Reason (2004)",1,"Drama"
5381,"Bridget Jones: The Edge of Reason (2004)",1,"Romance"
5382,"Finding Neverland (2004)",1,"Drama"
5383,"National Treasure (2004)",1,"Action"
5383,"National Treasure (2004)",1,"Adventure"
5383,"National Treasure (2004)",1,"Drama"
5383,"National Treasure (2004)",1,"Mystery"
5383,"National Treasure (2004)",1,"Thriller"
5384,"Bad Education (La mala educación) (2004)",1,"Drama"
5384,"Bad Education (La mala educación) (2004)",1,"Thriller"
5385,"SpongeBob SquarePants Movie, The (2004)",1,"Adventure"
5385,"SpongeBob SquarePants Movie, The (2004)",1,"Animation"
5385,"SpongeBob SquarePants Movie, The (2004)",1,"Children"
5385,"SpongeBob SquarePants Movie, The (2004)",1,"Comedy"
5386,"Alexander (2004)",1,"Action"
5386,"Alexander (2004)",1,"Adventure"
5386,"Alexander (2004)",1,"Drama"
5386,"Alexander (2004)",1,"War"
5387,"Christmas with the Kranks (2004)",1,"Children"
5387,"Christmas with the Kranks (2004)",1,"Comedy"
5388,"Guerrilla: The Taking of Patty Hearst (2004)",1,"Documentary"
5389,"Closer (2004)",1,"Drama"
5389,"Closer (2004)",1,"Romance"
5390,"I Am David (2003)",1,"Drama"
5391,"House of Flying Daggers (Shi mian mai fu) (2004)",1,"Action"
5391,"House of Flying Daggers (Shi mian mai fu) (2004)",1,"Drama"
5391,"House of Flying Daggers (Shi mian mai fu) (2004)",1,"Romance"
5392,"Ocean's Twelve (2004)",1,"Action"
5392,"Ocean's Twelve (2004)",1,"Comedy"
5392,"Ocean's Twelve (2004)",1,"Crime"
5392,"Ocean's Twelve (2004)",1,"Thriller"
5393,"Blade: Trinity (2004)",1,"Action"
5393,"Blade: Trinity (2004)",1,"Fantasy"
5393,"Blade: Trinity (2004)",1,"Horror"
5393,"Blade: Trinity (2004)",1,"Thriller"
5394,"Bush's Brain (2004)",1,"Documentary"
5395,"Damn Yankees! (1958)",1,"Comedy"
5395,"Damn Yankees! (1958)",1,"Musical"
5396,"That's Entertainment (1974)",1,"Documentary"
5397,"D.A.R.Y.L. (1985)",1,"Adventure"
5397,"D.A.R.Y.L. (1985)",1,"Children"
5397,"D.A.R.Y.L. (1985)",1,"Sci-Fi"
5398,"Fire in the Sky (1993)",1,"Drama"
5398,"Fire in the Sky (1993)",1,"Mystery"
5398,"Fire in the Sky (1993)",1,"Sci-Fi"
5399,"Invisible Man Returns, The (1940)",1,"Horror"
5399,"Invisible Man Returns, The (1940)",1,"Sci-Fi"
5400,"Love Me If You Dare (Jeux d'enfants) (2003)",1,"Drama"
5400,"Love Me If You Dare (Jeux d'enfants) (2003)",1,"Romance"
5401,"Control Room (2004)",1,"Documentary"
5401,"Control Room (2004)",1,"War"
5402,"Hunchback of Notre Dame, The (1923)",1,"Drama"
5402,"Hunchback of Notre Dame, The (1923)",1,"Horror"
5403,"Sherlock Jr. (1924)",1,"Comedy"
5403,"Sherlock Jr. (1924)",1,"Fantasy"
5403,"Sherlock Jr. (1924)",1,"Romance"
5404,"Freshman, The (1925)",1,"Comedy"
5405,"Greed (1924)",1,"Drama"
5406,"Jazz Singer, The (1927)",1,"Drama"
5406,"Jazz Singer, The (1927)",1,"Musical"
5406,"Jazz Singer, The (1927)",1,"Romance"
5407,"Steamboat Bill, Jr. (1928)",1,"Comedy"
5407,"Steamboat Bill, Jr. (1928)",1,"Romance"
5408,"Andalusian Dog, An (Chien andalou, Un) (1929)",1,"Fantasy"
5409,"Little Caesar (1931)",1,"Crime"
5409,"Little Caesar (1931)",1,"Drama"
5410,"Boudu Saved From Drowning (Boudu sauvé des eaux) (1932)",1,"Comedy"
5411,"Scarface (1932)",1,"Crime"
5411,"Scarface (1932)",1,"Drama"
5412,"Dinner at Eight (1933)",1,"Comedy"
5412,"Dinner at Eight (1933)",1,"Drama"
5412,"Dinner at Eight (1933)",1,"Romance"
5413,"Gold Diggers of 1933 (1933)",1,"Musical"
5414,"Atalante, L' (1934)",1,"Comedy"
5414,"Atalante, L' (1934)",1,"Drama"
5414,"Atalante, L' (1934)",1,"Romance"
5415,"Fury (1936)",1,"Drama"
5415,"Fury (1936)",1,"Film-Noir"
5416,"Libeled Lady (1936)",1,"Comedy"
5416,"Libeled Lady (1936)",1,"Romance"
5417,"Mr. Deeds Goes to Town (1936)",1,"Comedy"
5417,"Mr. Deeds Goes to Town (1936)",1,"Romance"
5418,"Camille (1936)",1,"Drama"
5418,"Camille (1936)",1,"Romance"
5419,"Captains Courageous (1937)",1,"Adventure"
5419,"Captains Courageous (1937)",1,"Drama"
5420,"Stage Door (1937)",1,"Drama"
5421,"Holiday (1938)",1,"Comedy"
5421,"Holiday (1938)",1,"Drama"
5421,"Holiday (1938)",1,"Romance"
5422,"Roaring Twenties, The (1939)",1,"Crime"
5422,"Roaring Twenties, The (1939)",1,"Drama"
5422,"Roaring Twenties, The (1939)",1,"Thriller"
5423,"Wuthering Heights (1939)",1,"Drama"
5423,"Wuthering Heights (1939)",1,"Romance"
5424,"Letter, The (1940)",1,"Drama"
5424,"Letter, The (1940)",1,"Film-Noir"
5425,"Here Comes Mr. Jordan (1941)",1,"Comedy"
5425,"Here Comes Mr. Jordan (1941)",1,"Fantasy"
5425,"Here Comes Mr. Jordan (1941)",1,"Romance"
5426,"Random Harvest (1942)",1,"Drama"
5426,"Random Harvest (1942)",1,"Romance"
5427,"Tales of Manhattan (1942)",1,"Comedy"
5427,"Tales of Manhattan (1942)",1,"Drama"
5428,"Day of Wrath (Vredens dag) (1943)",1,"Drama"
5429,"Miracle of Morgan's Creek, The (1944)",1,"Comedy"
5429,"Miracle of Morgan's Creek, The (1944)",1,"Romance"
5430,"Mr. Skeffington (1944)",1,"Drama"
5430,"Mr. Skeffington (1944)",1,"Romance"
5431,"Great Expectations (1946)",1,"Drama"
5432,"Stranger, The (1946)",1,"Drama"
5432,"Stranger, The (1946)",1,"Film-Noir"
5432,"Stranger, The (1946)",1,"Thriller"
5433,"Easter Parade (1948)",1,"Musical"
5433,"Easter Parade (1948)",1,"Romance"
5434,"Lady from Shanghai, The (1947)",1,"Drama"
5434,"Lady from Shanghai, The (1947)",1,"Film-Noir"
5434,"Lady from Shanghai, The (1947)",1,"Mystery"
5435,"Three Musketeers, The (1948)",1,"Action"
5435,"Three Musketeers, The (1948)",1,"Adventure"
5435,"Three Musketeers, The (1948)",1,"Drama"
5435,"Three Musketeers, The (1948)",1,"Romance"
5436,"Unfaithfully Yours (1948)",1,"Comedy"
5437,"Letter to Three Wives, A (1949)",1,"Comedy"
5437,"Letter to Three Wives, A (1949)",1,"Drama"
5438,"Annie Get Your Gun (1950)",1,"Comedy"
5438,"Annie Get Your Gun (1950)",1,"Musical"
5438,"Annie Get Your Gun (1950)",1,"Romance"
5438,"Annie Get Your Gun (1950)",1,"Western"
5439,"King Solomon's Mines (1950)",1,"Action"
5439,"King Solomon's Mines (1950)",1,"Adventure"
5439,"King Solomon's Mines (1950)",1,"Romance"
5440,"Young and the Damned, The (Olvidados, Los) (1950)",1,"Crime"
5440,"Young and the Damned, The (Olvidados, Los) (1950)",1,"Drama"
5441,"Star Is Born, A (1954)",1,"Drama"
5441,"Star Is Born, A (1954)",1,"Musical"
5442,"The Wild One (1953)",1,"Drama"
5443,"Confidential Report (1955)",1,"Crime"
5443,"Confidential Report (1955)",1,"Drama"
5443,"Confidential Report (1955)",1,"Mystery"
5443,"Confidential Report (1955)",1,"Thriller"
5444,"Night and Fog (Nuit et brouillard) (1955)",1,"Crime"
5444,"Night and Fog (Nuit et brouillard) (1955)",1,"Documentary"
5444,"Night and Fog (Nuit et brouillard) (1955)",1,"War"
5445,"Teacher's Pet (1958)",1,"Comedy"
5445,"Teacher's Pet (1958)",1,"Romance"
5446,"Human Condition II, The (Ningen no joken II) (1959)",1,"Drama"
5446,"Human Condition II, The (Ningen no joken II) (1959)",1,"War"
5447,"Pickpocket (1959)",1,"Crime"
5447,"Pickpocket (1959)",1,"Drama"
5448,"When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki) (1960)",1,"Drama"
5449,"Human Condition III, The (Ningen no joken III) (1961)",1,"Drama"
5449,"Human Condition III, The (Ningen no joken III) (1961)",1,"War"
5450,"Advise and Consent (1962)",1,"Drama"
5451,"Harakiri (Seppuku) (1962)",1,"Drama"
5452,"Music Man, The (1962)",1,"Children"
5452,"Music Man, The (1962)",1,"Comedy"
5452,"Music Man, The (1962)",1,"Musical"
5452,"Music Man, The (1962)",1,"Romance"
5453,"Mutiny on the Bounty (1962)",1,"Adventure"
5453,"Mutiny on the Bounty (1962)",1,"Drama"
5453,"Mutiny on the Bounty (1962)",1,"Romance"
5454,"Carabineers, The (Carabiniers, Les) (1963)",1,"Comedy"
5454,"Carabineers, The (Carabiniers, Les) (1963)",1,"Drama"
5454,"Carabineers, The (Carabiniers, Les) (1963)",1,"War"
5455,"Hush... Hush, Sweet Charlotte (1964)",1,"Horror"
5455,"Hush... Hush, Sweet Charlotte (1964)",1,"Thriller"
5456,"Onibaba (1964)",1,"Drama"
5456,"Onibaba (1964)",1,"Horror"
5456,"Onibaba (1964)",1,"War"
5457,"Robinson Crusoe on Mars (1964)",1,"Sci-Fi"
5458,"Battle of Algiers, The (La battaglia di Algeri) (1966)",1,"Drama"
5458,"Battle of Algiers, The (La battaglia di Algeri) (1966)",1,"War"
5459,"Charlie Brown Christmas, A (1965)",1,"Animation"
5459,"Charlie Brown Christmas, A (1965)",1,"Children"
5459,"Charlie Brown Christmas, A (1965)",1,"Comedy"
5460,"Major Dundee (1965)",1,"Adventure"
5460,"Major Dundee (1965)",1,"War"
5460,"Major Dundee (1965)",1,"Western"
5461,"Thousand Clowns, A (1965)",1,"Comedy"
5461,"Thousand Clowns, A (1965)",1,"Drama"
5461,"Thousand Clowns, A (1965)",1,"Romance"
5462,"Andrei Rublev (Andrey Rublyov) (1969)",1,"Drama"
5462,"Andrei Rublev (Andrey Rublyov) (1969)",1,"War"
5463,"Au Hasard Balthazar (1966)",1,"Crime"
5463,"Au Hasard Balthazar (1966)",1,"Drama"
5464,"Batman (1966)",1,"Action"
5464,"Batman (1966)",1,"Adventure"
5464,"Batman (1966)",1,"Comedy"
5465,"Closely Watched Trains (Ostre sledované vlaky) (1966)",1,"Comedy"
5465,"Closely Watched Trains (Ostre sledované vlaky) (1966)",1,"Drama"
5465,"Closely Watched Trains (Ostre sledované vlaky) (1966)",1,"War"
